farm_id,n_turb,weibull_A,weibull_k,theta_bad_deg,theta_good_deg,direction_separation_deg,Lenergy_bad_pct,Lenergy_good_pct,delta_Lenergy_pp,annual_recovery_pct_of_bad,annual_recovery_pp_of_free,peak_recovery_speed_ms,bad_theta_deg,bad_mean_deficit_pct,bad_p90_deficit_pct,bad_share_waked_pct,bad_mean_effective_wakes,bad_share_multiwake_pct,bad_longest_chain_n,bad_edge_count,bad_share_severe_power_loss_pct,bad_farm_efficiency_9ms_pct,bad_mean_power_9ms_kw,bad_mean_effective_wakes_t01,bad_share_multiwake_pct_t01,bad_longest_chain_n_t01,bad_edge_count_t01,bad_mean_effective_wakes_t02,bad_share_multiwake_pct_t02,bad_longest_chain_n_t02,bad_edge_count_t02,bad_mean_effective_wakes_t05,bad_share_multiwake_pct_t05,bad_longest_chain_n_t05,bad_edge_count_t05,good_theta_deg,good_mean_deficit_pct,good_p90_deficit_pct,good_share_waked_pct,good_mean_effective_wakes,good_share_multiwake_pct,good_longest_chain_n,good_edge_count,good_share_severe_power_loss_pct,good_farm_efficiency_9ms_pct,good_mean_power_9ms_kw,good_mean_effective_wakes_t01,good_share_multiwake_pct_t01,good_longest_chain_n_t01,good_edge_count_t01,good_mean_effective_wakes_t02,good_share_multiwake_pct_t02,good_longest_chain_n_t02,good_edge_count_t02,good_mean_effective_wakes_t05,good_share_multiwake_pct_t05,good_longest_chain_n_t05,good_edge_count_t05,delta_mean_deficit_pct,delta_p90_deficit_pct,delta_share_waked_pct,delta_mean_effective_wakes,delta_share_multiwake_pct,delta_longest_chain_n,delta_edge_count,delta_share_severe_power_loss_pct,delta_farm_efficiency_9ms_pct,delta_mean_power_9ms_kw,delta_mean_effective_wakes_t01,delta_share_multiwake_pct_t01,delta_longest_chain_n_t01,delta_edge_count_t01,delta_mean_effective_wakes_t02,delta_share_multiwake_pct_t02,delta_longest_chain_n_t02,delta_edge_count_t02,delta_mean_effective_wakes_t05,delta_share_multiwake_pct_t05,delta_longest_chain_n_t05,delta_edge_count_t05,recovery_share_low_3_6_pct,recovery_pp_free_low_3_6,free_energy_share_low_3_6_pct,recovery_share_partial_7_10_pct,recovery_pp_free_partial_7_10,free_energy_share_partial_7_10_pct,recovery_share_near_rated_11_14_pct,recovery_pp_free_near_rated_11_14,free_energy_share_near_rated_11_14_pct,recovery_share_saturated_15_25_pct,recovery_pp_free_saturated_15_25,free_energy_share_saturated_15_25_pct,A,wake_pool,WCI,spacing_D,aspect_ratio,pc1_share,ws_mean,ws_std,frac_below_rated,wd_entropy_norm,lat,lon,country,realrose_best_rotation_deg,realrose_gain_pct_of_mean,realrose_recovery_pp_of_free,realrose_top_direction_contribution_pct,R1_daily,R1_axis_deg,R2_daily,R2_axis_deg,R4_daily,R4_axis_deg,realrose_recovery_share_low_3_6_pct,realrose_recovery_share_partial_7_10_pct,realrose_recovery_share_near_rated_11_14_pct,realrose_recovery_share_saturated_15_25_pct
0,928,8.323017697121374,2.270821842662203,180.0,335.0,25.0,42.005556988422676,10.118816476430215,31.88674051199246,54.982406686149154,31.886740511992457,10.0,180.0,30.898575932710425,51.81394878964787,89.11637931034483,5.603448275862069,78.23275862068965,50,5200,86.63793103448276,38.790083288447946,2455.7336712728493,7.6530172413793105,83.94396551724138,54,7102,5.603448275862069,78.23275862068965,50,5200,3.5043103448275863,65.08620689655173,35,3252,335.0,6.141744013203121,11.997001794839518,55.71120689655172,1.7607758620689655,50.21551724137932,18,1634,43.21120689655172,83.72317109282818,5300.3704268824295,3.070043103448276,60.668103448275865,23,2849,1.7607758620689655,50.21551724137932,18,1634,0.6228448275862069,17.349137931034484,9,578,24.756831919507306,39.81694699480835,33.4051724137931,3.842672413793104,28.017241379310335,32,3566,43.42672413793104,-44.933087804380236,-2844.63675560958,4.582974137931035,23.275862068965516,31,4253,3.842672413793104,28.017241379310335,32,3566,2.8814655172413794,47.737068965517246,26,2674,13.927911784130215,4.441157089344819,8.393053808730922,68.1120626426163,21.718716672216807,47.999405595766014,17.96002557325349,5.726866750430826,36.6794152251809,0.0,0.0,6.928125370322171,1.9905914787072123,0.094283922226746,0.2388,5.0,1.89,0.823,7.376149640677215,3.4339363577139,0.8496874766075305,0.060333848367418,32.8436,121.4239,China,,,,,,,,,,,,,,
1,588,9.033026575952396,2.2613023864258848,0.0,335.0,25.0,44.10080263192294,8.63041850206142,35.47038412986152,63.454192188666305,35.47038412986151,10.0,0.0,37.03902610450475,51.0892660448937,93.87755102040816,6.744897959183674,89.1156462585034,39,3966,93.87755102040816,27.879711364317078,1765.0167294977514,8.83843537414966,90.47619047619048,39,5197,6.744897959183674,89.1156462585034,39,3966,4.413265306122449,86.22448979591837,39,2595,335.0,6.047820086504614,13.022773783341215,54.25170068027211,1.7925170068027212,53.06122448979592,12,1054,38.945578231292515,83.97731934561833,5316.46011705481,3.207482993197279,67.3469387755102,15,1886,1.7925170068027212,53.06122448979592,12,1054,0.6632653061224489,21.598639455782312,5,390,30.991206018000135,38.06649226155248,39.625850340136054,4.9523809523809526,36.054421768707485,27,2912,54.93197278911565,-56.09760798130125,-3551.443387557059,5.6309523809523805,23.129251700680285,24,3311,4.9523809523809526,36.054421768707485,27,2912,3.75,64.62585034013605,34,2205,12.11960810765373,4.2988715508186175,6.527821952395777,67.25220833377075,23.854616631803225,42.34088903989878,20.628183558575493,7.316895947239662,39.89943211757949,0.0,0.0,11.231856890125949,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,572,10.592506512297383,2.186564924117851,140.0,170.0,30.0,22.90882857070573,14.316189296372983,8.592639274332747,11.146074336428628,8.592639274332766,10.0,140.0,24.87580760115421,51.287456934098245,83.56643356643356,6.3426573426573425,79.1958041958042,42,3628,76.22377622377621,49.527216587606816,3135.4831727012697,10.617132867132867,82.86713286713287,42,6073,6.3426573426573425,79.1958041958042,42,3628,2.86013986013986,59.44055944055944,39,1636,170.0,14.101833676240199,28.253366061398832,79.02097902097903,4.326923076923077,74.12587412587412,15,2475,68.00699300699301,66.21684701205781,4192.075062170862,6.718531468531468,80.24475524475524,15,3843,4.326923076923077,74.12587412587412,15,2475,1.7954545454545454,47.2027972027972,14,1027,10.773973924914012,23.034090872699412,4.5454545454545325,2.015734265734266,5.069930069930081,27,1153,8.216783216783199,-16.689630424450996,-1056.5918894695924,3.8986013986013983,2.622377622377627,27,2230,2.015734265734266,5.069930069930081,27,1153,1.0646853146853146,12.23776223776224,25,609,8.40856623297858,0.7225177645432007,4.156734096501989,61.88853294690409,5.317858388304056,31.70303034011456,29.70290082011731,2.552263121485509,40.84574636636343,0.0,0.0,23.29448919702003,0.4261110320989989,0.2038679119748999,0.13775,2.4,1.01,0.623,9.386910087338771,4.523475358771581,0.6612062121325539,0.0312500455544221,51.6448,2.9165,Belgium,,,,,,,,,,,,,,
3,441,8.396005028554166,2.2126145509820314,15.0,225.0,30.0,41.14681353570546,11.601897276052464,29.544916259652997,50.201047784519744,29.544916259653007,10.0,15.0,30.912330228466978,50.72435972974688,97.73242630385488,5.374149659863946,76.64399092970523,79,2370,96.82539682539682,37.923862892942196,2400.894743081627,7.893424036281179,77.77777777777779,79,3481,5.374149659863946,76.64399092970523,79,2370,3.1587301587301586,60.770975056689345,79,1393,225.0,7.247423928945529,13.566040335129076,61.224489795918366,2.074829931972789,55.10204081632652,9,915,51.47392290249433,80.91484617986801,5122.580191235153,3.487528344671202,63.49206349206349,15,1538,2.074829931972789,55.10204081632652,9,915,0.8435374149659864,26.984126984126984,5,372,23.664906299521448,37.158319394617806,36.50793650793651,3.299319727891157,21.541950113378704,70,1455,45.35147392290249,-42.99098328692581,-2721.6854481535256,4.405895691609977,14.285714285714299,64,1943,3.299319727891157,21.541950113378704,70,1455,2.315192743764172,33.786848072562364,74,1021,13.823025228226571,4.08400122823025,8.107214723400006,67.91452979770382,20.065290956868683,46.404825460525615,18.26244497406961,5.3956240745540756,37.3086822516974,0.0,0.0,8.17927756437699,3.4631520626490664,0.1126800035239495,0.1652545454545454,4.1,1.48,1.0,7.43853135927003,3.5423680251429275,0.840918055659522,0.0250658144687819,32.6831,121.8054,China,,,,,,,,,,,,,,
4,364,8.337864447231054,2.504461864663184,90.0,60.0,30.0,41.20735501718129,15.697673219484775,25.509681797696516,43.38923993834827,25.509681797696487,10.0,90.0,28.990868217139592,52.259830609945176,87.36263736263736,6.601648351648351,81.86813186813187,32,2403,83.79120879120879,43.46642191725451,2751.7846527476477,8.793956043956044,83.24175824175825,32,3201,6.601648351648351,81.86813186813187,32,2403,3.467032967032967,62.08791208791209,32,1262,60.0,9.01579000649262,16.54036462010449,75.0,2.8516483516483517,69.5054945054945,9,1038,64.28571428571429,76.76479003065958,4859.847251285029,4.9010989010989015,72.25274725274726,11,1784,2.8516483516483517,69.5054945054945,9,1038,1.1153846153846154,35.16483516483517,9,406,19.97507821064697,35.719465989840685,12.362637362637358,3.7499999999999996,12.362637362637372,23,1365,19.505494505494497,-33.298368113405076,-2108.0625985373817,3.8928571428571423,10.989010989010993,21,1417,3.7499999999999996,12.362637362637372,23,1365,2.3516483516483517,26.92307692307692,23,856,12.274887863489244,3.1312848350001707,8.563428458697384,68.32764441497677,17.43016467012211,51.885301698322394,19.397467721533992,4.948232292574208,35.292346996422374,0.0,0.0,4.2589228465578355,3.465514827768671,0.1474616264688062,0.2095,5.4,1.16,0.995,7.414967550689298,3.1356961261486007,0.882943302891933,0.042411016153263,21.2977,111.564,China,,,,,,,,,,,,,,
5,339,11.03744327931951,2.2445677191783737,300.0,290.0,10.0,15.835588639131782,3.5407879861384273,12.294800652993354,14.60807537793788,12.294800652993342,10.0,300.0,16.545102263451255,26.407942806567362,81.71091445427729,3.1268436578171093,74.04129793510324,15,1060,80.8259587020649,60.470377338957995,3828.2759189145204,4.421828908554573,76.69616519174042,15,1499,3.1268436578171093,74.04129793510324,15,1060,1.7817109144542773,61.35693215339233,15,604,290.0,3.6588544934931013,7.244817599877633,27.43362831858407,0.887905604719764,27.13864306784661,6,301,8.55457227138643,90.25931374961104,5714.162412920382,2.0471976401179943,53.687315634218294,8,694,0.887905604719764,27.13864306784661,6,301,0.18289085545722714,2.0648967551622417,3,62,12.886247769958153,19.163125206689728,54.27728613569322,2.2389380530973453,46.902654867256636,9,759,72.27138643067846,-29.788936410653044,-1885.8864940058616,2.3746312684365782,23.008849557522126,7,805,2.2389380530973453,46.902654867256636,9,759,1.5988200589970503,59.292035398230084,12,542,11.645654877440483,1.4318100519169032,3.6648422763086477,71.14456953958926,8.747083000322723,29.845162886320942,17.20977558297026,2.115907600753716,40.98719400741924,0.0,0.0,25.502800829951163,0.1324533384519057,0.0532339213195294,0.1754545454545454,8.4,1.43,0.768,9.784417531020008,4.60590687899081,0.6240793169577136,0.0434875809537874,53.9099,1.7927,United Kingdom,,,,,,,,,,,,,,
6,292,7.72180036041284,2.101698972405111,15.0,170.0,25.0,44.676829982850386,9.034038601839656,35.64279138101073,64.42651671977913,35.64279138101073,9.0,15.0,29.69548838713923,40.1858195188779,94.86301369863014,4.359589041095891,83.21917808219177,40,1273,94.86301369863014,37.550409065427615,2377.2520215109207,5.842465753424658,91.0958904109589,40,1706,4.359589041095891,83.21917808219177,40,1273,2.904109589041096,73.63013698630137,29,848,170.0,5.231413715431822,8.164238912467779,65.41095890410958,1.8424657534246576,62.328767123287676,17,538,20.205479452054796,86.17333366277428,5455.486018627009,3.1815068493150687,66.43835616438356,17,929,1.8424657534246576,62.328767123287676,17,538,0.3904109589041096,6.506849315068493,6,114,24.464074671707408,32.02158060641012,29.452054794520564,2.5171232876712333,20.8904109589041,23,735,74.65753424657535,-48.62292459734667,-3078.233997116088,2.660958904109589,24.657534246575338,23,777,2.5171232876712333,20.8904109589041,23,735,2.5136986301369864,67.12328767123287,23,734,17.345773308006688,6.182517793595867,10.151709349553512,68.24316286547261,24.323768171943783,49.50060274826378,14.411063826520717,5.136505415471081,34.055192389098025,0.0,0.0,6.292495513084669,3.3256618047834743,0.1243985232830267,0.163,8.2,1.79,0.773,6.842877571356384,3.414470909240023,0.8752506113232028,0.0639927082400004,36.4678,121.5419,China,,,,,,,,,,,,,,
7,284,11.005667647054018,2.26861243142716,270.0,255.0,15.0,24.50292072758078,11.093478934593126,13.409441792987653,17.761537164374026,13.409441792987659,10.0,270.0,27.084576498591478,40.16547269380112,90.84507042253522,5.482394366197183,84.85915492957746,21,1557,88.38028169014085,42.61723279343309,2698.0239451683483,8.084507042253522,86.26760563380282,21,2296,5.482394366197183,84.85915492957746,21,1557,2.954225352112676,75.35211267605634,21,839,255.0,11.192844709363186,17.218875214969298,81.69014084507043,4.172535211267606,74.29577464788733,15,1185,77.11267605633803,71.46200042336376,4524.136732349633,6.605633802816901,76.05633802816901,22,1876,4.172535211267606,74.29577464788733,15,1185,1.7570422535211268,58.098591549295776,14,499,15.891731789228292,22.946597478831823,9.154929577464785,1.309859154929577,10.56338028169013,6,372,11.267605633802816,-28.844767629930672,-1826.112787181285,1.4788732394366209,10.211267605633807,-1,420,1.309859154929577,10.56338028169013,6,372,1.1971830985915493,17.25352112676056,7,340,9.505746879234508,1.2746675947596922,3.6715680504216017,65.17435387335595,8.739517046603464,30.150771250526148,25.319899247409538,3.395257151624502,41.27023665900725,0.0,0.0,24.90742404004498,0.231951344496494,0.1424958996200052,0.1373636363636363,8.3,2.36,0.877,9.759743179805085,4.543880086919146,0.6279215067812642,0.0401701801951371,54.0049,6.5218,Netherlands,,,,,,,,,,,,,,
8,278,8.74075067377731,2.4731683674407328,325.0,305.0,20.0,32.304868457463506,8.098977643561922,24.205890813901586,35.75721069201512,24.20589081390156,10.0,325.0,22.78975955938037,41.03828921256644,82.37410071942446,4.014388489208633,73.7410071942446,21,1116,79.13669064748201,51.179423800418455,3240.081578800329,5.420863309352518,79.85611510791367,21,1507,4.014388489208633,73.7410071942446,21,1116,2.3920863309352516,59.71223021582733,21,665,305.0,5.091346067460574,10.31367452097478,47.84172661870504,1.7446043165467626,55.75539568345324,11,485,25.539568345323744,86.55312023705612,5479.5296555386885,3.118705035971223,64.38848920863309,11,867,1.7446043165467626,55.75539568345324,11,485,0.36330935251798563,8.273381294964029,8,101,17.698413491919798,30.72461469159166,34.53237410071942,2.26978417266187,17.985611510791365,10,631,53.59712230215827,-35.373696436637665,-2239.4480767383593,2.3021582733812944,15.467625899280577,10,640,2.26978417266187,17.985611510791365,10,631,2.028776978417266,51.43884892086331,13,564,13.24981552910566,3.2072358800186898,7.280948819862348,70.06971980737188,16.960999870179194,47.820782533517736,16.680464663522454,4.037655063703678,38.39161274229752,0.0,0.0,6.506655904322392,1.8685185221474612,0.125943824951704,0.1417545454545454,2.4,2.55,0.896,7.772869573463208,3.319678144421851,0.8439831449459789,0.0284262183179215,20.9951,111.5761,China,,,,,,,,,,,,,,
9,267,10.493767140183165,2.0842547236138973,125.0,185.0,60.0,22.056213107822398,11.211081610479779,10.845131497342619,13.914042324303647,10.84513149734263,10.0,125.0,23.045002233740483,43.82753916991843,90.63670411985018,5.288389513108614,81.64794007490637,25,1412,90.63670411985018,50.09255518949096,3171.2737903700563,8.037453183520599,82.77153558052434,29,2146,5.288389513108614,81.64794007490637,25,1412,2.715355805243446,67.79026217228464,25,725,185.0,10.724439596954841,18.403111156015395,74.53183520599251,3.3183520599250937,65.91760299625467,9,886,69.28838951310861,72.7551692569805,4606.005034197261,4.550561797752809,70.4119850187266,10,1215,3.3183520599250937,65.91760299625467,9,886,1.344569288389513,44.569288389513105,6,359,12.320562636785642,25.424428013903036,16.104868913857672,1.97003745318352,15.7303370786517,16,526,21.348314606741567,-22.662614067489535,-1434.7312438272047,3.48689138576779,12.359550561797747,19,931,1.97003745318352,15.7303370786517,16,526,1.3707865168539328,23.220973782771537,19,366,10.774678286115627,1.168528028544863,4.338535626751503,65.56427329085088,7.110531653669868,31.37930955471543,23.661048423033503,2.5660718151278976,39.91433783441038,0.0,0.0,24.367816984122705,0.5273702475740969,0.1647890626159261,0.1248818181818181,3.4,1.63,0.731,9.3080496317946,4.67812664575024,0.654876635204504,0.0241609018972311,54.0305,-3.5107,United Kingdom,,,,,,,,,,,,,,
